price,air__airline_Indigo,air__airline_Jet Airways,air__airline_Other,doj__date_of_journey_week,doj__date_of_journey_day_of_year,location__source,location__destination,dur__duration_cat,dur__duration_over_1000,dur__duration,stops__total_stops,stops__is_direct_flight
3841,0.0,0.0,1.0,0.823529411764706,0.7966101694915255,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9637140606011039,0.0,1
12802,0.0,0.0,0.0,0.7058823529411765,0.7118644067796611,-0.2551101096333648,-0.25663423196591045,2.0,1,1.2557392620562582,2.0,0
11702,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0542821604945094,1.0531185386804223,2.0,0,-0.16672854928323294,2.0,0
4544,0.0,1.0,0.0,0.3529411764705882,0.3305084745762712,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9233603638255155,0.0,1
6017,0.0,1.0,0.0,0.23529411764705876,0.22033898305084743,1.0542821604945094,1.0531185386804223,2.0,0,-0.38867388154896915,1.0,0
4409,0.0,0.0,1.0,0.4117647058823529,0.4067796610169492,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.973802484795001,0.0,1
15129,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,1.0542821604945094,1.0531185386804223,2.0,1,2.3049353782215567,2.0,0
10844,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,-0.2551101096333648,-0.25663423196591045,2.0,0,0.6605222346163293,1.0,0
15147,0.0,0.0,0.0,0.0,0.016949152542372947,1.0542821604945094,1.0531185386804223,2.0,0,0.18636629750316558,1.0,0
10696,0.0,0.0,0.0,0.823529411764706,0.7966101694915255,1.0542821604945094,1.0531185386804223,2.0,0,-0.17681697347713002,1.0,0
7480,0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0542821604945094,1.0531185386804223,2.0,1,2.0325479249863347,1.0,0
14388,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,-0.2551101096333648,-0.25663423196591045,2.0,0,0.33769266041162205,1.0,0
17926,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,-1.933380113693711,-0.7793649730661341,2.0,1,2.577322831456778,2.0,0
5409,0.0,0.0,1.0,0.823529411764706,0.847457627118644,1.0542821604945094,1.0531185386804223,1.0,0,-0.681238183171985,1.0,0
11200,0.0,0.0,0.0,0.7647058823529412,0.7796610169491525,1.0542821604945094,1.0531185386804223,2.0,0,0.11574732814588587,1.0,0
15129,0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,1.0542821604945094,1.0531185386804223,2.0,1,1.52812671529148,2.0,0
15078,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0542821604945094,1.0531185386804223,2.0,0,-0.36849703316117494,1.0,0
10262,0.0,1.0,0.0,0.9999999999999999,1.0,1.0542821604945094,1.0531185386804223,2.0,1,2.062813197568026,1.0,0
6478,0.0,1.0,0.0,0.9999999999999999,0.9745762711864407,-0.8202097536562262,-1.88686640018873,1.0,0,-0.9031835154377212,0.0,1
4878,0.0,0.0,1.0,0.8823529411764705,0.8983050847457628,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9637140606011039,0.0,1
16655,0.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0542821604945094,1.0531185386804223,2.0,0,-0.01540218637477643,2.0,0
4995,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,-1.933380113693711,-0.7793649730661341,0.0,0,-1.1049519993156633,0.0,1
13227,0.0,0.0,0.0,0.5882352941176471,0.5593220338983051,-0.2551101096333648,-0.25663423196591045,2.0,0,0.6806990830041235,2.0,0
13014,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,1.0542821604945094,1.0531185386804223,2.0,1,1.9821058040168493,2.0,0
4823,1.0,0.0,0.0,0.2941176470588235,0.2796610169491526,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9233603638255155,0.0,1
8991,0.0,0.0,0.0,0.8823529411764705,0.8728813559322035,1.0542821604945094,1.0531185386804223,2.0,1,1.447419321740303,1.0,0
9794,0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0542821604945094,1.0531185386804223,2.0,0,-0.03557903476257063,1.0,0
14533,0.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0542821604945094,1.0531185386804223,2.0,0,0.08548205556419457,1.0,0
8073,0.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0542821604945094,1.0531185386804223,1.0,0,-0.48955812348794014,1.0,0
16263,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0542821604945094,1.0531185386804223,2.0,0,-0.25752436702830683,2.0,0
5403,0.0,0.0,1.0,0.2941176470588235,0.2627118644067796,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9334487880194126,0.0,1
14151,0.0,1.0,0.0,0.6470588235294118,0.6355932203389831,-0.2551101096333648,-0.25663423196591045,2.0,1,2.0123710765985408,1.0,0
13044,0.0,1.0,0.0,0.8823529411764705,0.8728813559322035,-0.2551101096333648,-0.25663423196591045,2.0,1,0.8522022943003742,1.0,0
12373,0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,1.0542821604945094,1.0531185386804223,2.0,1,2.062813197568026,1.0,0
10262,0.0,1.0,0.0,0.8823529411764705,0.8983050847457628,1.0542821604945094,1.0531185386804223,1.0,0,-0.5500886686513228,1.0,0
4823,1.0,0.0,0.0,0.823529411764706,0.7966101694915255,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9233603638255155,0.0,1
14714,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0542821604945094,1.0531185386804223,1.0,0,-0.6711497589780879,1.0,0
13067,0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.2551101096333648,-0.25663423196591045,2.0,0,0.47893059912618147,1.0,0
17261,0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,-0.8202097536562262,-0.7793649730661341,2.0,0,0.12583575233978297,1.0,0
13941,0.0,1.0,0.0,0.5882352941176471,0.6101694915254237,-0.2551101096333648,-0.25663423196591045,2.0,1,1.6088341088426568,1.0,0
4239,0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,-0.8202097536562262,-0.7793649730661341,0.0,0,-0.9233603638255155,0.0,1
4804,1.0,0.0,0.0,0.8823529411764705,0.8728813559322035,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9637140606011039,0.0,1
7933,0.0,0.0,0.0,0.7647058823529412,0.7796610169491525,1.0542821604945094,1.0531185386804223,2.0,0,-0.30796648799779236,1.0,0
4488,1.0,0.0,0.0,0.3529411764705882,0.35593220338983056,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9637140606011039,0.0,1
4804,1.0,0.0,0.0,0.5882352941176471,0.5593220338983051,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9637140606011039,0.0,1
8016,0.0,1.0,0.0,0.8823529411764705,0.8983050847457628,-0.8202097536562262,-1.88686640018873,1.0,0,-0.9031835154377212,0.0,1
10262,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0542821604945094,1.0531185386804223,1.0,0,-0.6005307896208082,1.0,0
5224,1.0,0.0,0.0,0.5882352941176471,0.5593220338983051,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.973802484795001,0.0,1
3841,0.0,0.0,1.0,0.5882352941176471,0.5847457627118644,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9637140606011039,0.0,1
11432,0.0,0.0,0.0,0.823529411764706,0.8220338983050848,-0.2551101096333648,-0.25663423196591045,2.0,0,0.18636629750316558,2.0,0
8899,1.0,0.0,0.0,0.0,0.016949152542372947,1.0542821604945094,1.0531185386804223,2.0,0,0.7109643555858147,2.0,0
7005,0.0,0.0,0.0,0.8823529411764705,0.8728813559322035,1.0542821604945094,1.0531185386804223,2.0,0,0.539461144289564,1.0,0
5883,1.0,0.0,0.0,0.8823529411764705,0.8728813559322035,1.0542821604945094,1.0531185386804223,2.0,0,-0.26761279122220394,1.0,0
14151,0.0,1.0,0.0,0.7058823529411765,0.7118644067796611,-0.2551101096333648,-0.25663423196591045,2.0,0,-0.25752436702830683,1.0,0
14714,0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0542821604945094,1.0531185386804223,2.0,0,0.34778108460551915,1.0,0
10027,0.0,0.0,1.0,0.7058823529411765,0.7118644067796611,-0.2551101096333648,-0.25663423196591045,2.0,0,0.6706106588102264,1.0,0
3205,0.0,1.0,0.0,0.23529411764705876,0.22033898305084743,-1.933380113693711,-0.7793649730661341,0.0,0,-1.1049519993156633,0.0,1
5636,1.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0542821604945094,1.0531185386804223,1.0,0,-0.6408844863963966,1.0,0
14533,0.0,0.0,0.0,0.6470588235294118,0.6610169491525424,1.0542821604945094,1.0531185386804223,2.0,0,0.19645472169706268,1.0,0
12373,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,1.0542821604945094,1.0531185386804223,2.0,0,0.5091958717078727,1.0,0
5462,0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,-1.933380113693711,-0.7793649730661341,0.0,0,-1.1251288477034573,0.0,1
12373,0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,1.0542821604945094,1.0531185386804223,2.0,0,0.3881347813811076,1.0,0
13439,0.0,0.0,0.0,0.0,0.0,-0.8202097536562262,-0.7793649730661341,2.0,1,1.4070656249647147,1.0,0
3543,0.0,0.0,1.0,0.823529411764706,0.847457627118644,-1.933380113693711,-0.7793649730661341,0.0,0,-0.9939793331827952,0.0,1
7005,0.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0542821604945094,1.0531185386804223,2.0,0,0.539461144289564,1.0,0
3687,0.0,0.0,1.0,0.5294117647058824,0.5338983050847457,-1.933380113693711,-0.7793649730661341,0.0,0,-1.0040677573766923,0.0,1
14781,0.0,1.0,0.0,0.6470588235294118,0.6355932203389831,-0.2551101096333648,-0.25663423196591045,2.0,0,0.33769266041162205,1.0,0
9345,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,-0.2551101096333648,-0.25663423196591045,2.0,1,2.0022826524046438,1.0,0
12898,0.0,1.0,0.0,0.7647058823529412,0.7372881355932204,1.0542821604945094,1.0531185386804223,2.0,1,1.8106025927205986,1.0,0
4030,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9435372122133097,0.0,1
6151,0.0,0.0,1.0,0.17647058823529405,0.1694915254237288,1.0542821604945094,1.0531185386804223,2.0,0,0.05521678298250327,1.0,0
9416,0.0,0.0,0.0,0.8823529411764705,0.8728813559322035,-0.2551101096333648,-0.25663423196591045,2.0,0,-0.08602115573205613,2.0,0
14571,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,-0.2551101096333648,-0.25663423196591045,2.0,0,0.2872505394421366,1.0,0
6383,0.0,0.0,0.0,0.11764705882352944,0.11864406779661019,-0.8202097536562262,-0.7793649730661341,2.0,0,0.22671999427875397,1.0,0
14781,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,-0.2551101096333648,-0.25663423196591045,2.0,0,-0.12637485250764452,1.0,0
10844,0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,-0.2551101096333648,-0.25663423196591045,2.0,0,0.33769266041162205,1.0,0
2385,0.0,0.0,1.0,0.11764705882352944,0.11864406779661019,-1.933380113693711,-0.7793649730661341,0.0,0,-1.1150404235095603,0.0,1
11087,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,-0.8202097536562262,-0.7793649730661341,2.0,1,1.931663683047364,1.0,0
9920,0.0,0.0,0.0,0.2941176470588235,0.2627118644067796,-0.2551101096333648,-0.25663423196591045,2.0,1,1.053970778178316,2.0,0
5277,1.0,0.0,0.0,0.5294117647058824,0.5338983050847457,-1.933380113693711,-0.7793649730661341,0.0,0,-0.9939793331827952,0.0,1
7171,0.0,0.0,0.0,0.7058823529411765,0.7118644067796611,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9435372122133097,0.0,1
9314,0.0,1.0,0.0,0.5294117647058824,0.5169491525423728,-0.2551101096333648,-0.25663423196591045,2.0,1,1.4776845943219943,1.0,0
11664,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0542821604945094,1.0531185386804223,2.0,1,2.658030225007955,2.0,0
5073,1.0,0.0,0.0,0.2941176470588235,0.2627118644067796,1.0542821604945094,1.0531185386804223,1.0,0,-0.6610613347841908,1.0,0
12648,0.0,0.0,1.0,0.0,0.0,-0.8202097536562262,-0.7793649730661341,0.0,0,-0.9536256364072068,0.0,1
8098,0.0,1.0,0.0,0.23529411764705876,0.22033898305084743,1.0542821604945094,1.0531185386804223,2.0,1,1.8913099862717755,2.0,0
15965,0.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0542821604945094,1.0531185386804223,2.0,0,-0.01540218637477643,2.0,0
3841,0.0,0.0,1.0,0.2941176470588235,0.2627118644067796,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.973802484795001,0.0,1
14388,0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.2551101096333648,-0.25663423196591045,2.0,0,0.428488478156696,1.0,0
16289,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,1.0542821604945094,1.0531185386804223,2.0,1,1.6996299265877306,1.0,0
14151,0.0,1.0,0.0,0.6470588235294118,0.6355932203389831,-0.2551101096333648,-0.25663423196591045,1.0,0,-0.47946969929404304,1.0,0
4804,1.0,0.0,0.0,0.4117647058823529,0.43220338983050854,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9637140606011039,0.0,1
3573,0.0,0.0,1.0,0.7647058823529412,0.7796610169491525,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9233603638255155,0.0,1
15129,0.0,1.0,0.0,0.7647058823529412,0.7372881355932204,1.0542821604945094,1.0531185386804223,2.0,0,-0.19699382186492423,2.0,0
13377,0.0,0.0,0.0,0.823529411764706,0.7966101694915255,1.0542821604945094,1.0531185386804223,2.0,0,-0.00531376218087933,1.0,0
15400,0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,1.0542821604945094,1.0531185386804223,2.0,0,-0.19699382186492423,1.0,0
7662,0.0,0.0,0.0,0.823529411764706,0.8220338983050848,-0.2551101096333648,-0.25663423196591045,2.0,1,1.7803373201389074,1.0,0
9376,1.0,0.0,0.0,0.7058823529411765,0.7118644067796611,-0.2551101096333648,-0.25663423196591045,1.0,0,-0.681238183171985,1.0,0
6593,1.0,0.0,0.0,0.823529411764706,0.7966101694915255,1.0542821604945094,1.0531185386804223,1.0,0,-0.6711497589780879,1.0,0
8016,0.0,1.0,0.0,0.9411764705882352,0.923728813559322,-0.8202097536562262,-1.88686640018873,1.0,0,-0.9132719396316183,0.0,1
10844,0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,-0.2551101096333648,-0.25663423196591045,2.0,0,-0.46938127510014593,1.0,0
7229,0.0,1.0,0.0,0.47058823529411764,0.48305084745762716,-0.8202097536562262,-1.88686640018873,1.0,0,-0.9132719396316183,0.0,1
14571,0.0,1.0,0.0,0.7058823529411765,0.7118644067796611,-0.2551101096333648,-0.25663423196591045,1.0,0,-0.580353941233014,1.0,0
11410,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,1.0542821604945094,1.0531185386804223,2.0,0,-0.01540218637477643,1.0,0
9663,0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,-0.2551101096333648,-0.25663423196591045,2.0,1,1.1447665959233901,1.0,0
12476,0.0,0.0,1.0,0.0,0.016949152542372947,-0.8202097536562262,-0.7793649730661341,2.0,1,2.0829900459558206,1.0,0
12242,0.0,1.0,0.0,0.23529411764705876,0.22033898305084743,1.0542821604945094,1.0531185386804223,2.0,1,0.7714949007491974,1.0,0
4423,0.0,0.0,1.0,0.5294117647058824,0.5338983050847457,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9334487880194126,0.0,1
12119,0.0,0.0,0.0,0.11764705882352944,0.09322033898305082,-1.933380113693711,-0.7793649730661341,2.0,1,2.7992681637225143,2.0,0
4632,0.0,0.0,1.0,0.47058823529411764,0.4576271186440678,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9233603638255155,0.0,1
8759,0.0,0.0,1.0,0.6470588235294118,0.6610169491525424,1.0542821604945094,1.0531185386804223,1.0,0,-0.6106192138147053,1.0,0
11942,0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0542821604945094,1.0531185386804223,2.0,1,1.6895415023938334,2.0,0
3841,0.0,0.0,1.0,0.2941176470588235,0.2627118644067796,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9939793331827952,0.0,1
6442,1.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0542821604945094,1.0531185386804223,1.0,0,-0.5198233960696315,1.0,0
8285,1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0542821604945094,1.0531185386804223,2.0,0,0.24689684266654818,1.0,0
13882,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,1.0542821604945094,1.0531185386804223,2.0,1,0.741229628167506,2.0,0
6752,0.0,0.0,1.0,0.9999999999999999,0.9745762711864407,1.0542821604945094,1.0531185386804223,1.0,0,-0.5904423654269111,1.0,0
3603,1.0,0.0,0.0,0.5882352941176471,0.6101694915254237,-1.933380113693711,-0.7793649730661341,0.0,0,-1.0948635751217661,0.0,1
7229,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,-0.8202097536562262,-1.88686640018873,1.0,0,-0.9132719396316183,0.0,1
13504,0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0542821604945094,1.0531185386804223,2.0,0,-0.18690539767102712,1.0,0
5406,1.0,0.0,0.0,0.17647058823529405,0.14406779661016955,1.0542821604945094,1.0531185386804223,1.0,0,-0.9031835154377212,0.0,1
4148,1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9435372122133097,0.0,1
17471,0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,-0.8202097536562262,-0.7793649730661341,2.0,1,1.4575077459342,1.0,0
10877,0.0,0.0,0.0,0.823529411764706,0.847457627118644,1.0542821604945094,1.0531185386804223,2.0,0,0.21663157008485687,1.0,0
2754,1.0,0.0,0.0,0.9411764705882352,0.923728813559322,-1.933380113693711,-0.7793649730661341,0.0,0,-1.0948635751217661,0.0,1
3873,0.0,0.0,1.0,0.2941176470588235,0.2796610169491526,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.9939793331827952,0.0,1
3943,1.0,0.0,0.0,0.7647058823529412,0.7796610169491525,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9334487880194126,0.0,1
11087,0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,-0.8202097536562262,-0.7793649730661341,2.0,0,0.33769266041162205,1.0,0
15898,0.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0542821604945094,1.0531185386804223,2.0,0,-0.03557903476257063,1.0,0
13832,0.0,0.0,0.0,0.05882352941176472,0.06779661016949157,1.0542821604945094,1.0531185386804223,2.0,0,-0.06584430734426193,1.0,0
5177,0.0,1.0,0.0,0.2941176470588235,0.30508474576271194,1.0542821604945094,1.0531185386804223,2.0,1,0.7513180523614031,1.0,0
13029,0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,1.0542821604945094,1.0531185386804223,2.0,0,-0.14655170089543873,2.0,0
5458,1.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0542821604945094,1.0531185386804223,1.0,0,-0.7215918799475735,1.0,0
10262,0.0,1.0,0.0,0.823529411764706,0.8220338983050848,1.0542821604945094,1.0531185386804223,2.0,0,0.16618944911537137,1.0,0
7229,0.0,1.0,0.0,0.2941176470588235,0.30508474576271194,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9233603638255155,0.0,1
15965,0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0542821604945094,1.0531185386804223,2.0,0,-0.01540218637477643,2.0,0
12351,1.0,0.0,0.0,0.05882352941176472,0.06779661016949157,1.0542821604945094,1.0531185386804223,2.0,0,0.45875375073838726,1.0,0
21314,0.0,1.0,0.0,0.0,0.016949152542372947,1.0542821604945094,1.0531185386804223,2.0,1,2.7992681637225143,2.0,0
5975,0.0,0.0,1.0,0.5882352941176471,0.5847457627118644,1.0542821604945094,1.0531185386804223,1.0,0,-0.681238183171985,1.0,0
4049,1.0,0.0,0.0,0.8823529411764705,0.8728813559322035,-1.933380113693711,-0.7793649730661341,0.0,0,-1.0948635751217661,0.0,1
6643,0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0542821604945094,1.0531185386804223,2.0,1,1.5886572604548626,2.0,0
7229,0.0,1.0,0.0,0.4117647058823529,0.43220338983050854,-0.8202097536562262,-1.88686640018873,1.0,0,-0.9132719396316183,0.0,1
9134,0.0,1.0,0.0,0.11764705882352944,0.11864406779661019,-0.8202097536562262,-0.7793649730661341,2.0,0,-0.12637485250764452,1.0,0
27282,0.0,0.0,0.0,0.0,0.016949152542372947,1.0542821604945094,1.0531185386804223,2.0,0,0.327604236217725,1.0,0
7878,0.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0542821604945094,1.0531185386804223,2.0,0,0.5798148410651525,1.0,0
17024,0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,1.0542821604945094,1.0531185386804223,2.0,0,-0.16672854928323294,1.0,0
3383,0.0,0.0,1.0,0.7647058823529412,0.7372881355932204,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9334487880194126,0.0,1
23528,0.0,1.0,0.0,0.11764705882352944,0.09322033898305082,-1.933380113693711,-0.7793649730661341,2.0,0,-0.05575588315036483,2.0,0
10197,0.0,0.0,0.0,0.7058823529411765,0.7118644067796611,1.0542821604945094,1.0531185386804223,2.0,0,-0.06584430734426193,1.0,0
4804,1.0,0.0,0.0,0.9411764705882352,0.9491525423728813,-0.2551101096333648,-0.25663423196591045,0.0,0,-0.973802484795001,0.0,1
10368,0.0,1.0,0.0,0.8823529411764705,0.8983050847457628,1.0542821604945094,1.0531185386804223,2.0,1,0.7916717491369916,2.0,0
7178,0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0542821604945094,1.0531185386804223,2.0,0,0.12583575233978297,2.0,0
3597,1.0,0.0,0.0,0.7058823529411765,0.6864406779661016,-1.933380113693711,-0.7793649730661341,0.0,0,-0.9939793331827952,0.0,1
4823,1.0,0.0,0.0,0.6470588235294118,0.6610169491525424,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9334487880194126,0.0,1
13310,0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,-0.2551101096333648,-0.25663423196591045,2.0,0,0.6806990830041235,1.0,0
4668,0.0,0.0,1.0,0.9999999999999999,1.0,-0.8202097536562262,-1.88686640018873,0.0,0,-0.9536256364072068,0.0,1
2017,0.0,0.0,1.0,0.823529411764706,0.8220338983050848,-1.933380113693711,-0.7793649730661341,0.0,0,-1.0948635751217661,0.0,1
